NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
659,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,월세,84.9381,202505,3,"5,000",140,22,2022,청수로24길 91,202506~202605,신규,-,,,아파트
660,대구광역시 수성구 범어동,2291,2291,0,수성범어W,월세,84.9911,202505,3,"5,000",210,20,2023,달구벌대로 2436,202507~202706,신규,-,,,아파트
661,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,118.883,202505,3,"115,000",0,11,2020,범어로18길 22,202506~202706,신규,-,,,아파트
662,대구광역시 수성구 만촌동,1040-1,1040,1,해링턴플레이스만촌,전세,84.0964,202505,3,"35,000",0,8,2023,청호로 490,202505~202506,갱신,-,"35,000",0,아파트
663,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,59.73,202505,3,"2,000",50,14,1997,교학로11길 46,202505~202705,신규,-,,,아파트
664,대구광역시 수성구 노변동,446-5,446,5,태광월드빌A,월세,84.9,202505,3,"1,000",65,8,2003,노변공원로 95,202506~202706,신규,-,,,아파트
665,대구광역시 수성구 범어동,2252,2252,0,범어라온프라이빗2차,전세,84.9728,202505,3,"44,000",0,5,2018,청호로 438,202507~202707,신규,-,,,아파트
666,대구광역시 수성구 범물동,1372,1372,0,청아타운,월세,134.73,202505,2,"2,000",100,4,1992,범안로 40,202505~202705,신규,-,,,아파트
667,대구광역시 수성구 만촌동,1429,1429,0,메트로팔레스3,전세,117.99,202505,2,"37,000",0,18,2003,동원로 110,202504~202704,갱신,사용,"42,000",0,아파트
668,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,월세,84.8387,202505,2,"2,000",100,14,2024,파동로 47,202505~202605,신규,-,,,아파트
669,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,전세,136.6868,202505,2,"70,000",0,5,2024,달구벌대로 2567,202507~202707,신규,-,,,아파트
670,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,월세,84.97,202505,2,"5,000",110,5,2006,청수로 261,202505~202705,신규,-,,,아파트
671,대구광역시 수성구 만촌동,1040-12,1040,12,만촌역 서한포레스트,전세,84.9412,202505,2,"45,500",0,19,2022,달구벌대로 2606,202506~202706,신규,-,,,아파트
672,대구광역시 수성구 범어동,341,341,0,범어목련,월세,52.86,202505,2,300,15,4,1987,청호로 340,202505~202605,신규,-,,,아파트
673,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9708,202505,2,"4,731",47,22,2021,알파시티2로 96,202506~202708,신규,-,,,아파트
674,대구광역시 수성구 만촌동,1046-10,1046,10,수성2차e-편한세상,월세,125.2874,202505,2,"5,000",150,2,2007,달구벌대로522길 33,202505~202705,신규,-,,,아파트
675,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,월세,84.8387,202505,2,"2,000",100,14,2024,파동로 47,202505~202605,신규,-,,,아파트
676,대구광역시 수성구 시지동,498,498,0,고산노변타운,월세,84.7,202505,2,"2,000",75,15,1996,시지로 55,202507~202707,신규,-,,,아파트
677,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,월세,75.7297,202505,2,"3,000",110,19,2023,수성로41길 41,202505~202705,신규,-,,,아파트
678,대구광역시 수성구 만촌동,777,777,0,만촌우방타운2단지,월세,59.73,202505,2,"1,000",50,9,1996,교학로11길 91,202505~202605,신규,-,,,아파트
679,대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,전세,74.91,202505,2,"27,500",0,10,2003,동원로 109,202505~202705,갱신,-,"31,500",0,아파트
680,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,전세,84.974,202505,2,"50,000",0,2,2019,교학로 65,202505~202705,신규,-,,,아파트
681,대구광역시 수성구 만촌동,605,605,0,만촌보성타운,월세,59.87,202505,2,"2,000",55,4,2002,공경로 70,202505~202705,신규,-,,,아파트
682,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,전세,84.974,202505,2,"50,000",0,2,2019,교학로 65,202505~202705,신규,-,,,아파트
683,대구광역시 수성구 만촌동,860,860,0,우방금탑,월세,67.15,202505,2,"2,000",55,2,1986,교학로 3,202505~202705,신규,-,,,아파트
684,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,월세,84.7518,202505,2,"3,000",180,9,2024,달구벌대로 2567,202507~202707,신규,-,,,아파트
685,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,월세,84.7575,202505,2,"5,000",170,19,2024,동대구로 230,202506~202706,신규,-,,,아파트
686,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9708,202505,2,"9,431",26,22,2021,알파시티2로 96,202506~202708,신규,-,,,아파트
687,대구광역시 수성구 범어동,790-10,790,10,범어역풀비체투인원,월세,39.1757,202505,2,"1,000",60,4,2014,동대구로59길 14-1,202505~202605,신규,-,,,아파트
688,대구광역시 수성구 범어동,792-19,792,19,코오롱하늘채수,전세,143.8796,202505,2,"56,000",0,30,2005,범어천로 126,202505~202705,신규,-,,,아파트
689,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9966,202505,2,"9,446",26,3,2021,알파시티2로 96,202506~202708,신규,-,,,아파트
690,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202505,1,"7,000",15,10,1995,고산로 123,202506~202706,신규,-,,,아파트
691,대구광역시 수성구 매호동,1324,1324,0,두레타운,월세,39.9,202505,1,"1,000",30,10,1995,천을로 131,202505~202705,신규,-,,,아파트
692,대구광역시 수성구 범어동,371,371,0,궁전맨션,전세,131.16,202505,1,"40,000",0,9,1988,동대구로 274,202505~202705,신규,-,,,아파트
693,대구광역시 수성구 두산동,85,85,0,호반써밋수성,월세,109.5859,202505,1,"4,000",160,35,2024,청수로24길 71,202506~202706,신규,-,,,아파트
694,대구광역시 수성구 황금동,254-1,254,1,신천지하이츠,월세,84.94,202505,1,"2,000",70,5,1992,청호로 229,202506~202706,신규,-,,,아파트
695,대구광역시 수성구 신매동,162,162,0,시지반도유보라,월세,84.9991,202505,1,"4,000",85,8,2012,욱수천로 87,202507~202707,신규,-,,,아파트
696,대구광역시 수성구 두산동,85,85,0,호반써밋수성,월세,109.5859,202505,1,"4,000",160,35,2024,청수로24길 71,202506~202706,신규,-,,,아파트
697,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202505,1,"70,000",0,7,2020,범어로18길 22,202505~202705,신규,-,,,아파트
698,대구광역시 수성구 범어동,314-2,314,2,을지맨션,전세,79.902,202505,1,"26,000",0,9,1987,달구벌대로496길 88,202505~202704,신규,-,,,아파트
699,대구광역시 수성구 신매동,162,162,0,시지반도유보라,월세,84.9806,202505,1,"3,000",90,9,2012,욱수천로 87,202505~202705,신규,-,,,아파트
700,대구광역시 수성구 매호동,1330,1330,0,누리타운,월세,55.32,202505,1,"1,000",50,12,1995,달구벌대로637길 21,202505~202705,신규,-,,,아파트
701,대구광역시 수성구 황금동,365,365,0,캐슬골드파크3단지,월세,116.82,202505,1,"3,000",140,2,2006,청수로 257,202507~202707,신규,-,,,아파트
702,대구광역시 수성구 범물동,630,630,0,현대청림,월세,134.965,202505,1,"2,000",87,7,1999,지범로54길 15,202506~202705,신규,-,,,아파트
703,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202505,1,"7,000",15,10,1995,고산로 123,202506~202706,신규,-,,,아파트
704,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,전세,84.8723,202505,1,"50,000",0,12,2023,교학로19길 19,202506~202706,신규,-,,,아파트
705,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,59.73,202505,1,"2,000",60,15,1997,교학로11길 46,202506~202512,신규,-,,,아파트
706,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,전세,109.5844,202505,1,"60,000",0,46,2022,청수로24길 91,202506~202706,신규,-,,,아파트
707,대구광역시 수성구 범어동,산103,103,0,장원맨션,월세,121.34,202505,1,"5,000",150,3,1988,청호로 370,202507~202707,신규,-,,,아파트
708,대구광역시 수성구 범어동,2291,2291,0,수성범어W,월세,84.9911,202505,1,"10,000",200,36,2023,달구벌대로 2436,202505~202605,신규,-,,,아파트
709,대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),월세,49.89,202504,30,500,50,1,1981,동대구로38길 80,202505~202510,신규,-,,,아파트
710,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,59.73,202504,30,"1,000",65,8,1997,교학로11길 46,202505~202604,신규,-,,,아파트
711,대구광역시 수성구 범어동,320,320,0,경남타운,월세,84.55,202504,30,"3,000",30,12,1982,범어로 27,202507~202707,신규,-,,,아파트
712,대구광역시 수성구 파동,153,153,0,대자연맨션1차,월세,84.9,202504,30,"1,000",40,1,1987,파동로 120,202505~202705,신규,-,,,아파트
713,대구광역시 수성구 신매동,253-3,253,3,경일라임빌,월세,84.24,202504,30,"2,000",65,3,2003,달구벌대로649길 22,202505~202705,신규,-,,,아파트
714,대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,전세,90.2038,202504,30,"23,500",0,21,2006,달구벌대로661길 7,202506~202706,신규,-,,,아파트
715,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,월세,84.97,202504,30,"2,000",115,16,2006,청수로 261,202506~202706,신규,-,,,아파트
716,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,월세,84.9258,202504,30,"5,000",110,9,2018,청수로 274,202507~202707,갱신,사용,"5,000",110,아파트
717,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,월세,75.7297,202504,30,"2,000",120,12,2023,수성로41길 41,202505~202604,신규,-,,,아파트
718,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,전세,84.955,202504,30,"53,000",0,30,2019,상록로 15,202505~202702,갱신,-,"63,000",0,아파트
719,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,월세,49.935,202504,30,"3,200",28,9,1992,용학로 336,202505~202705,신규,-,,,아파트
720,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,월세,84.9971,202504,30,"2,000",120,23,2020,희망로24길 24,202506~202706,신규,-,,,아파트
721,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,월세,49.21,202504,30,"1,000",65,13,1996,수성로 412,202505~202705,신규,-,,,아파트
722,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,전세,84.791,202504,29,"31,500",0,18,2015,들안로78길 45,202506~202706,신규,-,,,아파트
723,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,전세,59.98,202504,29,"25,000",0,14,2006,청수로 261,202506~202706,신규,-,,,아파트
724,대구광역시 수성구 범물동,1372,1372,0,청아타운,전세,84.995,202504,29,"15,000",0,4,1992,범안로 40,202505~202705,신규,-,,,아파트
725,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,전세,116.65,202504,29,"23,000",0,8,1995,신매로 21,202507~202707,신규,-,,,아파트
726,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,전세,84.9397,202504,29,"36,000",0,29,2024,지산로3길 33,202507~202707,신규,-,,,아파트
727,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,전세,84.96,202504,29,"39,000",0,32,2022,상록로 80,202506~202706,신규,-,,,아파트
728,대구광역시 수성구 지산동,1271,1271,0,우방타운,전세,134.73,202504,29,"32,000",0,14,1991,지산로 32,202505~202705,신규,-,,,아파트
729,대구광역시 수성구 범어동,179,179,0,두산위브더제니스,전세,137.0619,202504,29,"90,000",0,35,2009,달구벌대로 2435,202507~202907,신규,-,,,아파트
730,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,전세,84.791,202504,29,"31,500",0,18,2015,들안로78길 45,202506~202706,신규,-,,,아파트
731,대구광역시 수성구 범어동,476,476,0,청구빌라맨션,전세,84.96,202504,29,"11,000",0,2,1979,상록로11길 5,202505~202705,갱신,-,"22,000",0,아파트
732,대구광역시 수성구 범어동,177-3,177,3,마크팰리스범어,월세,42.6363,202504,29,"2,000",60,11,2017,동대구로 336,202504~202604,신규,-,,,아파트
733,대구광역시 수성구 신매동,162,162,0,시지반도유보라,월세,84.9991,202504,29,"2,000",90,10,2012,욱수천로 87,202505~202705,신규,-,,,아파트
734,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202504,29,"60,900",0,22,2020,범어로18길 22,202507~202707,갱신,사용,"58,000",0,아파트
735,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,월세,84.7518,202504,29,"5,000",160,2,2024,달구벌대로 2567,202505~202705,신규,-,,,아파트
736,대구광역시 수성구 수성동4가,1090-7,1090,7,우방사랑마을,월세,59.94,202504,29,"1,000",70,9,1996,달구벌대로 2317,202505~202705,신규,-,,,아파트
737,대구광역시 수성구 범어동,2291,2291,0,수성범어W,전세,84.9974,202504,29,"68,000",0,41,2023,달구벌대로 2436,202507~202706,신규,-,,,아파트
738,대구광역시 수성구 매호동,1055,1055,0,시지협화타운2,전세,84.84,202504,29,"15,000",0,1,1996,천을로 181,202506~202706,신규,-,,,아파트
739,대구광역시 수성구 수성동4가,1090-7,1090,7,우방사랑마을,전세,84.98,202504,29,"28,000",0,11,1996,달구벌대로 2317,202507~202707,신규,-,,,아파트
740,대구광역시 수성구 만촌동,857-33,857,33,초원아파트A,전세,69.3,202504,29,"11,000",0,3,1983,달구벌대로530길 55,202505~202705,신규,-,,,아파트
741,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,70.2513,202504,28,"38,300",0,18,2021,청솔로14길 15,202506~202706,갱신,-,"43,500",0,아파트
742,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,전세,59.88,202504,28,"13,500",0,7,1994,신매로 91,-,-,-,,,아파트
743,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,전세,84.9752,202504,28,"55,000",0,10,2024,동대구로 230,202507~202707,신규,-,,,아파트
744,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,월세,60,202504,28,"1,000",50,1,1994,고산로 90,202506~202606,갱신,사용,"1,000",50,아파트
745,대구광역시 수성구 매호동,1033,1033,0,시지우방하이츠,전세,42.6715,202504,28,"10,000",0,13,1999,달구벌대로645길 22,202505~202612,갱신,-,"10,000",0,아파트
746,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,월세,110.6088,202504,28,"5,000",230,32,2010,동대구로 95,202506~202706,신규,-,,,아파트
747,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,전세,84.9971,202504,28,"28,000",0,12,2020,희망로24길 24,202505~202705,갱신,-,"28,000",0,아파트
748,대구광역시 수성구 매호동,1040,1040,0,매호동서타운,월세,59.9,202504,28,"1,000",50,6,1995,천을로 180,202504~202604,갱신,-,"1,000",58,아파트
749,대구광역시 수성구 범어동,2261,2261,0,범어센트레빌,월세,84.9029,202504,28,"20,000",155,4,2020,청호로 401,202506~202706,신규,-,,,아파트
750,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,70.2513,202504,28,"38,300",0,18,2021,청솔로14길 15,202506~202706,갱신,-,"43,500",0,아파트
751,대구광역시 수성구 매호동,1324,1324,0,두레타운,월세,39.9,202504,28,500,33,11,1995,천을로 131,202506~202706,신규,-,,,아파트
752,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,월세,84.97,202504,28,"2,000",105,10,2006,청수로 214,202505~202705,신규,-,,,아파트
753,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,전세,75.9022,202504,28,"32,000",0,3,2024,지산로3길 33,202506~202706,신규,-,,,아파트
754,대구광역시 수성구 범어동,2252,2252,0,범어라온프라이빗2차,전세,84.9728,202504,28,"45,000",0,9,2018,청호로 438,202506~202802,신규,-,,,아파트
755,대구광역시 수성구 신매동,46,46,0,사월화성파크드림(2단지),전세,84.9999,202504,27,"28,000",0,13,2006,달구벌대로 3304-1,202507~202707,신규,-,,,아파트
756,대구광역시 수성구 만촌동,1040-1,1040,1,해링턴플레이스만촌,전세,84.0964,202504,27,"42,000",0,8,2023,청호로 490,202506~202706,신규,-,,,아파트
757,대구광역시 수성구 황금동,365,365,0,캐슬골드파크5단지,월세,84.97,202504,27,"2,000",100,8,2006,청수로 214,202506~202706,신규,-,,,아파트
758,대구광역시 수성구 범어동,792-43,792,43,범어역아이위시,월세,57.715,202504,27,500,85,14,2013,동대구로59길 14-19,202505~202704,신규,-,,,아파트
759,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,전세,59.98,202504,27,"25,000",0,17,2006,청수로 261,202507~202707,신규,-,,,아파트
760,대구광역시 수성구 중동,657,657,0,수성뷰웰리버파크,전세,84.7772,202504,27,"28,800",0,20,2023,수성로41길 41,202504~202604,갱신,-,"27,500",0,아파트
761,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,전세,34.44,202504,26,"8,000",0,13,1992,용학로 336,202506~202706,신규,-,,,아파트
762,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,84.941,202504,26,"43,000",0,17,2021,청솔로14길 15,202505~202705,갱신,-,"43,000",0,아파트
763,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,84.941,202504,26,"45,500",0,22,2021,청솔로14길 15,202506~202706,신규,-,,,아파트
764,대구광역시 수성구 황금동,365,365,0,캐슬골드파크2단지,전세,129.53,202504,26,"45,000",0,12,2006,청수로 235,202506~202706,신규,-,,,아파트
765,대구광역시 수성구 시지동,486,486,0,노변청구,전세,59.99,202504,26,"14,000",0,8,1996,시지로 21,202506~202706,신규,-,,,아파트
766,대구광역시 수성구 지산동,1288,1288,0,지산타운,전세,40.58,202504,26,"9,000",0,2,1991,용학로 303,202505~202705,신규,-,,,아파트
767,대구광역시 수성구 지산동,1288,1288,0,지산타운,전세,40.58,202504,26,"9,000",0,2,1991,용학로 303,-,-,-,,,아파트
768,대구광역시 수성구 시지동,349,349,0,청구전원타운,월세,73.02,202504,26,"2,000",65,10,1990,시지로 45,202505~202705,신규,-,,,아파트
769,대구광역시 수성구 시지동,486,486,0,노변청구,전세,59.99,202504,26,"14,000",0,8,1996,시지로 21,202506~202706,신규,-,,,아파트
770,대구광역시 수성구 범어동,300,300,0,가든하이츠1,전세,84.945,202504,26,"34,000",0,3,1985,범어로 45,202504~202704,갱신,-,"39,000",0,아파트
771,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,전세,84.7518,202504,26,"42,500",0,13,2024,달구벌대로 2567,202506~202706,신규,-,,,아파트
772,대구광역시 수성구 범어동,320,320,0,경남타운,월세,84.55,202504,26,"2,000",50,2,1982,범어로 27,202506~202706,신규,-,,,아파트
773,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202504,26,"52,500",0,6,2020,범어로18길 22,202505~202705,갱신,사용,"50,000",0,아파트
774,대구광역시 수성구 범어동,2234,2234,0,범어에스케이뷰,월세,84.9816,202504,26,"20,000",150,12,2009,범어로 73,202506~202706,갱신,-,"30,000",110,아파트
775,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,전세,84.7518,202504,26,"43,500",0,21,2024,달구벌대로 2567,202507~202707,신규,-,,,아파트
776,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,전세,75.9909,202504,26,"34,650",0,20,2019,교학로 65,202506~202706,갱신,사용,"33,000",0,아파트
777,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,전세,75.9909,202504,26,"34,650",0,20,2019,교학로 65,202506~202706,갱신,사용,"33,000",0,아파트
778,대구광역시 수성구 중동,347-1,347,1,천가지꿈,월세,84.6651,202504,26,"3,000",75,5,2004,수성로39안길 13,202505~202705,신규,-,,,아파트
779,대구광역시 수성구 수성동1가,613,613,0,신세계타운,전세,134.79,202504,26,"20,000",0,2,1989,신천동로 320,202504~202704,신규,-,,,아파트
780,대구광역시 수성구 만촌동,1172-1,1172,1,산장맨션,전세,84.78,202504,26,"20,000",0,4,1990,교학로 111,202505~202705,신규,-,,,아파트
781,대구광역시 수성구 지산동,1271,1271,0,우방타운,전세,84.995,202504,26,"22,000",0,12,1991,지산로 32,202505~202705,신규,-,,,아파트
782,대구광역시 수성구 신매동,580,580,0,시지청솔타운,전세,59.91,202504,26,"12,500",0,5,1995,고산로 70,202505~202705,신규,-,,,아파트
783,대구광역시 수성구 만촌동,1040-1,1040,1,해링턴플레이스만촌,월세,84.0964,202504,26,"5,000",150,18,2023,청호로 490,202507~202707,신규,-,,,아파트
784,대구광역시 수성구 범어동,May-43,43,5,화성파크리젠시,전세,147.357,202504,26,"52,000",0,21,2007,동대구로 337,202505~202705,신규,-,,,아파트
785,대구광역시 수성구 범어동,800-11,800,11,우방크로바,전세,67.9525,202504,26,"12,000",0,3,1982,청솔로 126,202504~202704,갱신,-,"12,000",0,아파트
786,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,전세,84.97,202504,26,"30,000",0,8,2006,청수로 213,202506~202706,신규,-,,,아파트
787,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,전세,84.97,202504,26,"30,000",0,8,2006,청수로 213,202506~202706,신규,-,,,아파트
788,대구광역시 수성구 지산동,1200,1200,0,목련,월세,42.66,202504,26,500,35,4,1986,용학로42길 13,202505~202705,신규,-,,,아파트
789,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,전세,84.9692,202504,26,"60,000",0,11,2019,청호로 418,202504~202705,갱신,사용,"58,000",0,아파트
790,대구광역시 수성구 황금동,254-1,254,1,신천지하이츠,월세,84.94,202504,25,"1,000",60,4,1992,청호로 229,202505~202705,신규,-,,,아파트
791,대구광역시 수성구 범어동,177-1,177,1,범어서한포레스트,전세,98.9991,202504,25,"45,000",0,12,2020,동대구로 346,202505~202610,갱신,사용,"65,000",0,아파트
792,대구광역시 수성구 범물동,1269,1269,0,범물영남,월세,133.875,202504,25,"3,000",105,4,1992,용학로 316,202506~202706,신규,-,,,아파트
793,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,월세,84.7991,202504,25,"2,000",100,14,2024,파동로 47,202505~202705,신규,-,,,아파트
794,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,49.21,202504,25,"13,650",0,20,1996,수성로 412,202506~202706,신규,-,,,아파트
795,대구광역시 수성구 황금동,254-1,254,1,신천지하이츠,월세,84.94,202504,25,"1,000",70,1,1992,청호로 229,202506~202706,신규,-,,,아파트
796,대구광역시 수성구 범어동,341,341,0,범어목련,월세,52.86,202504,25,500,30,3,1987,청호로 340,202505~202605,신규,-,,,아파트
797,대구광역시 수성구 범어동,2253,2253,0,빌리브범어,전세,84.9931,202504,25,"67,000",0,19,2019,청호로 418,202506~202706,신규,-,,,아파트
798,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,36.9355,202504,25,"4,392",20,5,2021,알파시티2로 96,202507~202709,신규,-,,,아파트
799,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,월세,59.98,202504,25,"2,000",77,10,2006,청수로 261,202505~202705,신규,-,,,아파트
800,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,전세,71.88,202504,25,"15,000",0,16,1992,용학로 272,202505~202705,신규,-,,,아파트
801,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,84.92,202504,25,"2,000",95,9,1997,교학로11길 46,-,-,-,,,아파트
802,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,전세,59.88,202504,25,"12,000",0,4,1994,신매로 91,202505~202705,신규,-,,,아파트
803,대구광역시 수성구 신매동,581,581,0,시지태성맨션,전세,59.96,202504,24,"10,500",0,4,1994,고산로 50,-,-,-,,,아파트
804,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202504,24,"1,000",50,7,1995,고산로 123,202505~202705,신규,-,,,아파트
805,대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,전세,60,202504,24,"15,000",0,11,1996,수성로 411,202506~202706,신규,-,,,아파트
806,대구광역시 수성구 두산동,113,113,0,수성SK리더스뷰,전세,110.9656,202504,24,"68,000",0,10,2010,동대구로 95,202506~202706,신규,-,,,아파트
807,대구광역시 수성구 신매동,581,581,0,시지태성맨션,전세,59.96,202504,24,"10,500",0,4,1994,고산로 50,202505~202705,신규,-,,,아파트
808,대구광역시 수성구 욱수동,731,731,0,시지삼정그린코아포레스트,전세,84.8163,202504,24,"37,500",0,10,2023,욱수천로2길 22,202505~202705,신규,-,,,아파트
809,대구광역시 수성구 시지동,349,349,0,청구전원타운,월세,63.77,202504,24,600,50,8,1990,시지로 45,202505~202705,신규,-,,,아파트
810,대구광역시 수성구 만촌동,1032-1,1032,1,힐스테이트만촌역,전세,84.8649,202504,24,"38,000",0,4,2024,달구벌대로 2567,202506~202706,신규,-,,,아파트
811,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,월세,77.6825,202504,24,"6,000",170,17,2023,교학로19길 19,202508~202708,신규,-,,,아파트
812,대구광역시 수성구 만촌동,1489,1489,0,만촌자이르네,전세,77.6825,202504,24,"50,000",0,3,2023,교학로19길 19,202505~202709,갱신,-,"10,000",125,아파트
813,대구광역시 수성구 사월동,510-2,510,2,태왕리더스,전세,84.93,202504,24,"18,000",0,6,2004,달구벌대로669길 70,202506~202706,신규,-,,,아파트
814,대구광역시 수성구 지산동,1190,1190,0,지산대우로얄,전세,84.8375,202504,24,"17,000",0,7,1999,용학로36길 20,202504~202704,신규,-,,,아파트
815,대구광역시 수성구 신매동,46,46,0,사월화성파크드림(2단지),전세,93.735,202504,24,"30,000",0,17,2006,달구벌대로 3304-1,202505~202705,신규,-,,,아파트
816,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,전세,59.9431,202504,24,"26,200",0,3,2019,알파시티2로 48,202505~202705,갱신,사용,"25,000",0,아파트
817,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,월세,84.9218,202504,24,"10,000",260,5,2020,범어로18길 22,202506~202706,신규,-,,,아파트
818,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,59.73,202504,24,"1,000",60,11,1997,교학로11길 46,202505~202705,신규,-,,,아파트
819,대구광역시 수성구 신매동,10-14,10,14,사월화성파크드림(1단지),전세,84.9999,202504,24,"25,300",0,7,2006,달구벌대로 3304,202504~202704,갱신,-,"29,300",0,아파트
820,대구광역시 수성구 황금동,272,272,0,신천지타운,월세,84.995,202504,23,"2,000",70,2,1991,청호로46길 16,202506~202705,신규,-,,,아파트
821,대구광역시 수성구 욱수동,130,130,0,시지5태왕하이츠,전세,118.0935,202504,23,"28,000",0,19,2004,욱수천로 7,202507~202707,신규,-,,,아파트
822,대구광역시 수성구 황금동,254-1,254,1,신천지하이츠,월세,84.94,202504,23,"1,000",60,7,1992,청호로 229,202505~202705,신규,-,,,아파트
823,대구광역시 수성구 만촌동,1040-12,1040,12,만촌역 서한포레스트,월세,84.9412,202504,23,"5,000",150,16,2022,달구벌대로 2606,202505~202705,신규,-,,,아파트
824,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,84.92,202504,23,"2,000",100,3,1997,교학로11길 46,202508~202708,신규,-,,,아파트
825,대구광역시 수성구 황금동,100,100,0,가든하이츠2,월세,129.18,202504,23,"5,000",170,1,1986,청호로69길 30,202505~202705,신규,-,,,아파트
826,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,전세,98.9349,202504,23,"75,000",0,15,2022,범어로20길 120,202506~202706,신규,-,,,아파트
